,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,vehicle_age
767,253,46,IL,100/300,500,1358.2,0,FEMALE,MD,transport-moving,movies,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,0,17
768,446,61,IL,100/300,1000,1232.79,0,FEMALE,High School,adm-clerical,reading,unmarried,49900,-62100,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,0,11
769,169,37,IL,100/300,1000,936.19,0,MALE,JD,armed-forces,movies,other-relative,70600,-48500,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,4,3,NO,2,1,YES,57900,17370,5790,34740,Audi,A5,0,13
770,255,46,IL,250/500,500,1302.34,0,FEMALE,JD,prof-specialty,video-games,own-child,0,-52600,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,2,3,NO,1,0,NO,57860,5260,10520,42080,Volkswagen,Jetta,0,7
771,209,39,IN,100/300,500,1264.99,0,MALE,PhD,transport-moving,polo,husband,67800,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,22,1,NO,1,1,NO,37800,8400,4200,25200,Chevrolet,Silverado,0,23
772,210,37,OH,500/1000,500,1467.76,0,FEMALE,MD,tech-support,hiking,own-child,38700,-33100,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,8,1,NO,1,3,YES,63300,6330,6330,50640,Toyota,Highlander,0,18
773,174,33,IN,250/500,2000,1124.43,0,FEMALE,College,farming-fishing,paintball,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,93,0,23
774,70,28,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,yachting,husband,67200,-59400,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Arlington,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,Camry,0,12
775,89,32,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,kayaking,not-in-family,49100,-45100,Parked Car,Rear Collision,Trivial Damage,Police,WV,Northbrook,5,1,YES,1,2,NO,100,10,20,70,Audi,A3,0,16
776,458,61,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,bungie-jumping,other-relative,53000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,0,15
777,239,40,IN,100/300,500,1463.95,0,FEMALE,JD,sales,skydiving,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Springfield,20,3,NO,0,0,YES,69740,6340,6340,57060,Dodge,Neon,0,15
778,161,38,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,exercise,not-in-family,60200,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,0,15
779,446,61,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,skydiving,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Hillsdale,1,3,NO,2,1,NO,80880,6740,13480,60660,Nissan,Ultima,0,13
780,476,61,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,42800,-68200,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,10,1,NO,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,0,9
781,70,29,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,video-games,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,Riverwood,12,1,NO,0,3,NO,69360,11560,11560,46240,Dodge,RAM,0,9
782,233,41,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,Vehicle Theft,Rear Collision,Minor Damage,None,NY,Springfield,6,1,NO,0,1,NO,3740,680,680,2380,Chevrolet,Malibu,0,7
783,122,33,IL,250/500,500,1236.5,0,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,Parked Car,Rear Collision,Trivial Damage,None,NY,Hillsdale,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,Ultima,0,15
784,335,48,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,X5,1,13
785,257,40,IN,100/300,2000,1306.0,0,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,3,3,YES,2,1,NO,50050,7700,3850,38500,Ford,Fusion,1,10
786,85,27,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,Camry,0,6
787,133,30,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,board-games,husband,0,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,19,3,NO,1,2,NO,28440,3160,3160,22120,Dodge,Neon,0,11
788,119,34,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,hiking,wife,57100,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,Civic,1,20
789,169,34,IN,100/300,500,1469.75,0,FEMALE,JD,sales,reading,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,0,1,NO,0,0,YES,38700,7740,3870,27090,Volkswagen,Passat,0,6
790,225,39,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,Parked Car,Rear Collision,Trivial Damage,None,SC,Northbrook,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,Pathfinder,0,7
791,84,32,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,0,1,YES,0,2,NO,57240,4770,9540,42930,BMW,X6,1,23
792,169,39,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,exercise,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,0,3
793,124,32,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,Camry,0,15
794,320,48,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,95,0,23
795,297,47,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,movies,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,0,3,NO,0,3,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,0,19
796,421,56,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,7,1,NO,2,3,NO,92730,16860,8430,67440,Mercedes,E400,1,14
797,136,33,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,Corolla,0,3
798,46,24,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,7,1,NO,2,0,NO,56600,11320,5660,39620,Toyota,Camry,0,19
799,34,24,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,Rear Collision,Trivial Damage,None,VA,Hillsdale,20,1,YES,0,1,NO,3960,660,660,2640,Audi,A3,0,20
800,95,30,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,video-games,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,22,1,YES,0,3,NO,34800,3480,6960,24360,Accura,MDX,0,19
801,140,36,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,10,3,NO,2,0,YES,79500,7950,7950,63600,Chevrolet,Tahoe,0,18
802,200,34,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,10,1,NO,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,0,9
803,123,29,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,Jetta,1,4
804,267,46,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,Parked Car,Rear Collision,Trivial Damage,None,WV,Arlington,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,Camry,0,23
805,290,42,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,95,0,5
806,45,37,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,Pathfinder,0,13
807,186,38,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1,3,NO,2,3,NO,73800,12300,12300,49200,Audi,A3,0,23
808,135,34,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7,1,NO,1,2,NO,78200,15640,7820,54740,Audi,A3,0,9
809,110,33,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,19,1,NO,2,3,NO,55200,13800,9200,32200,Saab,93,1,3
810,259,43,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,0,6
811,114,30,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,Vehicle Theft,Rear Collision,Minor Damage,None,WV,Arlington,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,Malibu,0,5
812,404,56,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,MDX,1,13
813,282,48,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,Vehicle Theft,Rear Collision,Minor Damage,None,WV,Springfield,7,1,NO,1,2,NO,3520,640,320,2560,Accura,MDX,0,5
814,57,25,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,0,8
815,215,38,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,10,1,NO,0,1,NO,70700,7070,14140,49490,Volkswagen,Passat,0,10
816,140,30,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,4,4,NO,0,0,NO,60170,5470,10940,43760,Nissan,Pathfinder,0,12
817,250,42,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,paintball,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,16,1,NO,1,1,NO,74800,13600,6800,54400,Ford,Fusion,1,9
818,286,41,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,paintball,wife,25800,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,Northbend,3,1,YES,2,0,NO,4100,820,410,2870,Chevrolet,Malibu,0,9
819,356,47,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,5,1,YES,0,3,NO,61490,5590,11180,44720,Dodge,RAM,0,9
820,65,29,IL,250/500,1000,1726.91,0,MALE,High School,other-service,basketball,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,VA,Hillsdale,14,1,NO,0,0,NO,7200,720,1440,5040,Audi,A5,0,19
821,187,34,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,7,3,NO,0,0,NO,45100,8200,4100,32800,Nissan,Pathfinder,0,7
822,386,53,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,16,1,NO,2,3,YES,66660,12120,6060,48480,Honda,Civic,0,12
823,197,41,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,Jetta,1,21
824,166,37,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,F150,0,17
825,293,49,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,19,1,NO,1,1,NO,57310,5210,10420,41680,Volkswagen,Passat,0,16
826,179,32,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,10,1,NO,0,1,NO,53100,5900,5900,41300,Suburu,Impreza,0,12
827,76,24,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6,3,NO,1,1,NO,74700,14940,7470,52290,Suburu,Forrestor,0,21
828,105,28,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,golf,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,0,23
829,97,26,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,Wrangler,1,12
830,148,36,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,0,9
831,77,26,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,12,3,YES,2,0,NO,69080,12560,6280,50240,Audi,A5,1,9
832,295,46,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,Rear Collision,Minor Damage,None,VA,Arlington,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,0,11
833,126,28,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,3,4,NO,0,1,NO,67800,11300,11300,45200,Ford,F150,0,7
834,132,32,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,Riverwood,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,0,13
835,370,55,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,Rear Collision,Minor Damage,None,NC,Northbrook,6,1,NO,0,2,NO,9000,900,1800,6300,Mercedes,ML350,0,3
836,257,43,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,0,12
837,9,24,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,Rear Collision,Trivial Damage,None,NC,Arlington,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,1,17
838,185,34,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,20,3,YES,1,1,NO,51370,9340,4670,37360,BMW,M5,1,18
839,234,43,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,0,7
840,253,44,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,Rear Collision,Trivial Damage,None,SC,Arlington,9,1,NO,0,3,NO,5400,600,600,4200,Chevrolet,Malibu,0,20
841,233,39,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,20,3,NO,1,0,YES,48870,5430,5430,38010,Saab,95,0,19
842,274,44,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,WV,Springfield,7,1,NO,2,1,NO,5590,860,860,3870,BMW,X5,0,18
843,297,48,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,18,3,NO,0,2,NO,54960,6870,0,48090,Toyota,Corolla,1,16
844,273,47,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,0,3,NO,1,3,NO,39800,7960,3980,27860,Jeep,Wrangler,0,4
845,147,37,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,11,3,NO,0,1,NO,56160,6240,6240,43680,Ford,Fusion,1,3
846,285,42,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,13,1,NO,0,3,NO,52700,5270,10540,36890,Toyota,Corolla,0,13
847,289,43,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,19,3,YES,1,3,NO,68580,7620,7620,53340,Jeep,Wrangler,0,8
848,427,60,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,23,1,YES,1,2,YES,90860,12980,19470,58410,Volkswagen,Jetta,1,14
849,380,53,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,NC,Northbend,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,0,17
850,13,21,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,19,3,YES,2,0,YES,94930,8630,8630,77670,Accura,RSX,0,4
851,282,43,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,1,11
852,312,47,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,0,18
853,266,46,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,0,22
854,30,36,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,17,3,NO,2,2,NO,57900,5790,5790,46320,Saab,95,0,10
855,198,36,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,11,3,NO,1,3,YES,49410,5490,5490,38430,Audi,A3,0,3
856,290,45,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,22,3,NO,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,0,6
857,260,46,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,0,13
858,233,43,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,NO,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,0,18
859,130,30,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,NO,48950,8900,4450,35600,Suburu,Legacy,0,13
860,230,42,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,0,19
861,212,40,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,0,12
862,299,44,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,NO,54240,6780,6780,40680,Suburu,Impreza,0,9
863,91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,NO,0,2,NO,74200,7420,7420,59360,Jeep,Wrangler,0,22
864,398,53,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,YES,2,1,NO,47430,5270,5270,36890,Toyota,Camry,0,18
865,218,43,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,NO,1,3,YES,68200,13640,6820,47740,Dodge,RAM,1,15
866,152,33,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,0,4
867,212,39,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,0,10
868,242,44,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1,19
869,80,27,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,NO,40810,3710,7420,29680,Ford,F150,1,18
870,260,43,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,NO,1,0,NO,75400,15080,7540,52780,Honda,CRV,0,7
871,133,34,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,Rear Collision,Minor Damage,None,WV,Northbend,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,0,5
872,290,45,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,1,17
873,322,49,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,NO,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,0,11
